actives,decoys,cid
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNC(=O)CN(Cc1ccc(Br)c(N)c1)C(=O)N1CC(O)CC1CN,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,O=C(NCC1CC1)NNC(=O)c1ccc(NC(=O)NC2CC2Br)cc1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1cc(Br)c2c(c1NC(=O)C(C)CNC(=O)NC(N)=O)CCCN2,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,NC(=O)CNC(=O)NCC1CN(Cc2cccc(Br)c2)CC1C(N)=O,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,C=C(Br)C(=C)C(O)c1nc(C(=O)NNC(N)=O)c(C2CCCCC2)[nH]1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CN1C=CC(c2ccncc2)C(=O)NC(Br)=CC(C(N)=O)=CNC1=O,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(=CN)C(=CC=C(N)Br)C(=O)N1CCC(NC(=O)NC2CC2)C1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCC1CNCC1=C(NC(=O)Nc1cc(Br)ccc1C(N)=O)C(N)=O,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC1=CC=C2NNC(C(N)=O)=NCC3(CC3)C(=O)OCC(CBr)=C12,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNC1CC1CNC(=O)NNC(=O)C(Br)=Cc1ccc(N)c(OC)c1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC1=C2CCNC=C2NC(=O)NNC(=O)c2cc(Br)ccc2NC1=O,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,COc1cccc(NC(=O)NNC(=O)C2CC3=C(Br)CC=C3N2)c1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,C=CC1=NC(C(=O)Nc2cc(NC(=O)CNC(N)=O)ccc2Br)=CC1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCC(C)(NC(=O)c1cc(C)ccc1C(N)=CBr)C(=O)NNC(N)=O,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCN(C(=O)c1ccc(NC(=O)NC(N)=O)cc1CBr)C1CCNC1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(NC(=O)NNc1ccccc1C(N)=O)c1cc(Br)ccc1N,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCC(CN)NC(=O)c1cc(NC(=O)Nc2cc(Br)ccc2N)co1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(CNc1ccc(Br)cc1)CC(O)CNC(=O)c1cc[nH]n1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCC(NC(=O)Nc1cncc(Br)c1)(C(N)=O)C(C)O,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCNC(=O)C(NC(=O)NC(=O)NCc1cc(Br)ccc1N)C(C)C,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCC(O)CNC(=O)Nc1ccc(NC(=O)C(Br)=CC=CN)c(N)c1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(Br)=Cc1[nH]c(=O)c(NC(=O)CCC(C)(C)CNC(N)=O)cc1N,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNC=C(N=C(C=C(C)Br)NC1=CCOC1=O)C(=O)NC(C)(C)CN,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,NC(=O)Nc1cc(NC(=O)Nc2cccnc2)ccc1C(O)CCBr,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNC(=O)C(=O)Nc1ccc(NC(=O)Nc2ccc(Br)cc2)cc1N,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCC(NC(=O)NC(=O)NCc1ccc(N)c(C)c1)C(=O)NCCBr,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1ccc(C(O)c2c(NC(=O)NC3C=CCOC3)cnn2C)[nH]1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNC(=O)Nc1ccc(NC(=O)NCCC(=O)NCC2CC2)cc1Br,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,NCC=CC1=NOC(Nc2ccccc2)C(O)(CCNC(N)=O)C1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCc1n[nH]cc1NC(=O)NCCOc1ccc(C)c(Br)c1C(N)=O,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Nc1cc(Br)ccc1C(=O)NCc1c(O)c(N)cc2cn[nH]c(=O)c12,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Nc1cccc(C(=O)NCC(=O)NNC(=O)c2ccc(Br)c(N)c2)c1,163239225
C1C(CC1N)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1cccc(Br)c1C(=O)Nc1cc(N)c2c(=O)[nH]c(=O)[nH]c2c1,163239225
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,N=CNN=C(Nc1ccc(Br)c(OC2CC3CCC2O3)c1)C(N)=O,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCC(NC(=O)NC(=O)Nc1cc(C)n[nH]1)C(O)C1=CC(Br)=C=C1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,NC(CC1NC(=O)NC1=O)NC(=O)C1=CCCc2ccnc(Br)c21,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CN(C)Nc1ccc(Br)c(NC(=O)NC(=O)NC2CCCC2O)c1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(CC1CON=N1)NC(=O)Nc1ccc(Br)cc1C(N)=O,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,NC(=O)c1cc(C=C2COc3c(nc[nH]c3=O)C2Br)c(N)cc1N,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC1CCC(C)N1C(=O)NNC(=O)Nc1ccc(CO)cc1Br,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1c(Br)cccc1N1C(=O)NC2C(C(N)=O)CCCN2C1=O,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1cc(NNC(=O)C2=C(NC(N)=O)C=CCO2)cc(CN)c1Br,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(=O)NNC(=O)C1=CCC(N)=C(C=Nc2ccc(Br)c(C)n2)O1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC=C(CBr)CNC(C)C(O)C(=O)NNC(=O)Nc1cccnc1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(C)(C)C(NC(=O)Nc1cncc(Br)c1)C(=O)NCC(O)=CN,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,C=C(C(Br)=CO)c1cc(NC(=O)NNC(=O)CC2CCCC2)[nH]n1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(CC(=O)OC(C)(C)C)NC(=O)NNCc1cc(CBr)c(N)[nH]1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1nc(Br)c(C)c(C)c1C(C)NC(=O)NC(=CNN)C(O)=CO,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCNCc1cc(C(C)NC(=O)NCC(=O)NC(N)=O)ccc1Br,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,C=C(C=CN)CCOCn1nc(Br)cc1C(CCO)NC(C)=O,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1cccc(N)c1OC(CC(N)=O)C(=O)Nc1ncc(Br)cn1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(C)(O)CN(C(=O)NC1CCc2n[nH]cc21)C1CCNC1=O,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCC(O)CNC=C1C=C(O)C(=O)C(NC2CCCNC2=N)=N1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC(C)(Oc1ccccc1NC(=N)CBr)C(CC(N)=O)NC(N)=O,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC=CC=C(Br)C(=O)Nc1ccc(C(=O)NNC)c(NC(N)=O)c1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCN(C)C(=O)NC(C(=O)NC(=O)NCC1CCCC1)=C(C)Br,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNC(=O)NCCC(=O)N(c1c[nH]c(=O)c(Br)c1)C1CCCC1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCOC(=O)c1nc(N)n(-c2ccc(N)c(Br)c2)n1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,COC1CN(CCO)CC1NC(=O)Nc1ccc(N)c(C)c1N,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1ccc(Oc2ccc(Br)cc2NC(=O)NNNN=O)c(C)c1,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1c(N)cccc1OCC(=O)Nc1nc(N)nc(CCO)c1Br,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,C=C(Br)CNCNC(=O)NCC(=O)N(C)c1ccccc1C(N)=O,163239257
C1C(CN1)/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNC(=O)NC(=O)Nc1ccc(Oc2ccc(C)nc2N)c(Br)c1,163239257
